"These Lake Michigan phytoplankton data are a portion of a much larger dataset from all of the Laurention Great Lakes, and from additional years."										
"These data are available from Euan Reavie: _Natural Resources Research Institute, University of Minnesota Duluth, 5013 Miller Trunk Hwy, Duluth, MN 55811; _e_mail ereavie@d.umn.edu"										
num	year	lake	Season	DIV	station	sampletype	celltally	cellsperml	biovol	biovolperind
49906	2008	MI	2	2	9	2	1	1.45	129.11	89.18
49944	2008	MI	2	2	9	1	16	10.28	3465.18	336.98
49907	2008	MI	2	2	9	2	105	152.01	65512.16	430.97
49945	2008	MI	2	2	9	1	8	5.14	2350.44	457.15
49908	2008	MI	2	2	9	2	20	28.96	15531.36	536.4
49946	2008	MI	2	2	9	1	4	2.57	10059.48	3913.04
49872	2008	MI	2	3	9	2	3	20.02	2453.17	122.52
49873	2008	MI	2	3	9	2	1	6.67	629.02	94.25
49889	2008	MI	2	3	9	2	1	6.67	3494.55	523.6
49933	2008	MI	2	3	9	1	5	33.37	724.63	21.71
49894	2008	MI	2	3	9	2	9	60.07	1921.56	31.99
49947	2008	MI	2	3	9	1	1	6.67	360.4	54
49909	2008	MI	2	3	9	2	1	6.67	360.4	54
49914	2008	MI	2	4	9	1	1	6.67	698.91	104.72
49916	2008	MI	2	4	9	1	5	33.37	5032.15	150.8
49876	2008	MI	2	4	9	2	4	26.7	4025.72	150.8
49917	2008	MI	2	4	9	1	9	60.07	1429.79	23.8
49926	2008	MI	2	4	9	1	1	6.67	559.13	83.78
49927	2008	MI	2	4	9	1	2	13.35	770.55	57.73
49886	2008	MI	2	4	9	2	1	6.67	447.3	67.02
49930	2008	MI	2	4	9	1	28	186.87	1540.49	8.24
49892	2008	MI	2	4	9	2	21	140.16	2171.21	15.49
49931	2008	MI	2	4	9	1	1	6.67	754.82	113.1
49934	2008	MI	2	4	9	1	2	13.35	2264.47	169.65
49895	2008	MI	2	4	9	2	9	60.07	10179.38	169.47
49935	2008	MI	2	4	9	1	2	13.35	428.08	32.07
49948	2008	MI	2	4	9	1	50	333.7	46702.71	139.95
49910	2008	MI	2	4	9	2	10	66.74	11600.4	173.81
49918	2008	MI	2	5	9	1	1	6.67	12077.16	1809.56
49877	2008	MI	2	5	9	2	2	13.35	23147.9	1734.16
49939	2008	MI	2	5	9	1	1	6.67	1627.59	243.87
49900	2008	MI	2	5	9	2	23	153.5	31728.81	206.7
49940	2008	MI	2	5	9	1	21	140.16	4123.42	29.42
49901	2008	MI	2	5	9	2	45	300.33	15440.49	51.41
49912	2008	MI	2	6	9	1	170	1134.59	4752.59	4.19
49874	2008	MI	2	6	9	2	162	1081.2	4528.94	4.19
49893	2008	MI	2	6	9	2	56	373.75	1565.56	4.19
49932	2008	MI	2	6	9	1	6	40.04	167.74	4.19
49896	2008	MI	2	6	9	2	40	266.96	3354.77	12.57
49897	2008	MI	2	6	9	2	80	533.93	6709.54	12.57
49942	2008	MI	2	6	9	1	6	40.04	321.5	8.03
49903	2008	MI	2	6	9	2	11	73.42	615.04	8.38
49949	2008	MI	2	6	9	1	44	293.66	1230.08	4.19
49911	2008	MI	2	6	9	2	61	407.12	1705.34	4.19
49915	2008	MI	2	7	9	1	2	0.13	23921.4	179410.49
49929	2008	MI	2	7	9	1	1	6.67	4892.37	733.04
49890	2008	MI	2	7	9	2	1	6.67	41934.59	6283.2
49891	2008	MI	2	7	9	2	1	6.67	7045.01	1055.58
49954	2008	MI	2	1	10	2	2	0.75	1771.88	2356.2
49995	2008	MI	2	1	10	1	6	7.88	1003	127.24
49957	2008	MI	2	1	10	2	24	9.02	1422.5	157.63
49996	2008	MI	2	1	10	1	143	187.87	52593.13	279.94
49958	2008	MI	2	1	10	2	30	11.28	2765.2	245.14
49997	2008	MI	2	1	10	1	57	74.89	4499.85	60.09
49959	2008	MI	2	1	10	2	34	12.78	814.5	63.71
49998	2008	MI	2	1	10	1	2	2.63	4692.58	1785.88
49999	2008	MI	2	1	10	1	18	23.65	7161.54	302.83
49960	2008	MI	2	1	10	2	6	2.26	595.54	263.98
50000	2008	MI	2	1	10	1	24	31.53	2837.61	88.93
49961	2008	MI	2	1	10	2	20	7.52	832.6	113.55
50001	2008	MI	2	1	10	1	3	3.94	436.81	110.83
49962	2008	MI	2	1	10	2	17	6.39	1178.89	184.43
50002	2008	MI	2	1	10	1	1	1.31	699.28	532.26
50018	2008	MI	2	1	10	1	5	33.37	875.59	26.24
50019	2008	MI	2	1	10	1	2	13.35	327.61	24.54
50020	2008	MI	2	1	10	1	1	6.67	335.48	50.27
49978	2008	MI	2	1	10	2	8	3.01	5145.55	1710.6
49979	2008	MI	2	1	10	2	1	0.38	59.8	159.04
49990	2008	MI	2	2	10	1	1	0.76	340.8	450
50006	2008	MI	2	2	10	1	19	14.39	4187.35	291
49963	2008	MI	2	2	10	2	11	2.57	797.35	310.31
49970	2008	MI	2	2	10	2	1	0.23	24.01	102.78
49977	2008	MI	2	2	10	2	1	0.23	99.76	427.06
49981	2008	MI	2	2	10	2	1	0.23	24.12	103.27
49982	2008	MI	2	2	10	2	1	0.23	489.73	2096.5
50024	2008	MI	2	2	10	1	235	177.98	23895.94	134.27
49983	2008	MI	2	2	10	2	91	21.26	2833.73	133.31
50025	2008	MI	2	2	10	1	1	0.76	46.52	61.43
49984	2008	MI	2	2	10	2	2	0.47	26.78	57.33
50026	2008	MI	2	2	10	1	19	14.39	4400.38	305.81
49985	2008	MI	2	2	10	2	266	62.14	23893.67	384.54
50027	2008	MI	2	2	10	1	5	3.79	2141.39	565.5
49986	2008	MI	2	2	10	2	26	6.07	2851.83	469.56
50028	2008	MI	2	2	10	1	2	1.52	5653.26	3732.3
49950	2008	MI	2	3	10	2	3	20.02	1464.95	73.17
49951	2008	MI	2	3	10	2	5	33.37	905.79	27.14
49952	2008	MI	2	3	10	2	1	6.67	111.83	16.76
50011	2008	MI	2	3	10	1	4	26.7	666.15	24.95
49968	2008	MI	2	3	10	2	1	6.67	111.83	16.76
49969	2008	MI	2	3	10	2	4	26.7	384.4	14.4
50012	2008	MI	2	3	10	1	1	6.67	41.93	6.28
49972	2008	MI	2	3	10	2	6	40.04	10567.52	263.89
50029	2008	MI	2	3	10	1	1	6.67	360.4	54
49991	2008	MI	2	4	10	1	1	6.67	447.3	67.02
49992	2008	MI	2	4	10	1	6	40.04	5469.83	136.59
49955	2008	MI	2	4	10	2	3	20.02	2390.26	119.38
49993	2008	MI	2	4	10	1	3	20.02	399.53	19.95
50003	2008	MI	2	4	10	1	3	20.02	1968.57	98.32
50004	2008	MI	2	4	10	1	2	13.35	1230.08	92.15
50005	2008	MI	2	4	10	1	1	6.67	447.3	67.02
50009	2008	MI	2	4	10	1	21	140.16	1255.13	8.96
49966	2008	MI	2	4	10	2	22	146.83	1297.13	8.83
50013	2008	MI	2	4	10	1	3	20.02	1369.82	68.42
49971	2008	MI	2	4	10	2	1	6.67	1509.65	226.2
50016	2008	MI	2	4	10	1	1	6.67	754.82	113.1
50017	2008	MI	2	4	10	1	1	6.67	754.82	113.1
50030	2008	MI	2	4	10	1	1	6.67	559.13	83.78
50031	2008	MI	2	4	10	1	30	200.22	22469.18	112.22
49987	2008	MI	2	4	10	2	28	186.87	30751.39	164.56
49994	2008	MI	2	5	10	1	1	6.67	6989.1	1047.2
49956	2008	MI	2	5	10	2	1	6.67	21917.81	3284.02
50021	2008	MI	2	5	10	1	6	40.04	5496.85	137.27
49975	2008	MI	2	5	10	2	10	66.74	9448.52	141.57
50022	2008	MI	2	5	10	1	21	140.16	3746.54	26.73
49976	2008	MI	2	5	10	2	25	166.85	5623.78	33.71
49989	2008	MI	2	6	10	1	174	1161.29	4864.41	4.19
49953	2008	MI	2	6	10	2	110	734.15	3075.2	4.19
50010	2008	MI	2	6	10	1	66	440.49	1845.12	4.19
49967	2008	MI	2	6	10	2	294	1962.18	8219.18	4.19
50014	2008	MI	2	6	10	1	25	166.85	2096.73	12.57
49973	2008	MI	2	6	10	2	80	533.93	6709.54	12.57
50015	2008	MI	2	6	10	1	20	133.48	1677.38	12.57
49974	2008	MI	2	6	10	2	129	860.96	10819.13	12.57
50023	2008	MI	2	6	10	1	10	66.74	528.05	7.91
49980	2008	MI	2	6	10	2	16	106.79	846.68	7.93
50032	2008	MI	2	6	10	1	48	320.36	1341.91	4.19
49988	2008	MI	2	6	10	2	30	200.22	838.69	4.19
50007	2008	MI	2	7	10	1	2	13.35	26733.3	2002.77
49964	2008	MI	2	7	10	2	1	6.67	10958.91	1642.01
50008	2008	MI	2	7	10	1	1	6.67	3396.7	508.94
49965	2008	MI	2	7	10	2	3	20.02	6164.39	307.88
50037	2008	MI	2	1	11	2	3	2.25	1343.64	596.51
50038	2008	MI	2	1	11	2	4	3	7238.04	2410
50082	2008	MI	2	1	11	1	14	13.56	1847.95	136.25
50042	2008	MI	2	1	11	2	30	22.53	3891.36	172.76
50083	2008	MI	2	1	11	1	192	186.01	42092.81	226.29
50043	2008	MI	2	1	11	2	46	34.54	10762.42	311.61
50084	2008	MI	2	1	11	1	43	41.66	2705.46	64.94
50044	2008	MI	2	1	11	2	10	7.51	574.79	76.55
50085	2008	MI	2	1	11	1	7	6.78	13209.01	1947.73
50086	2008	MI	2	1	11	1	39	37.78	13086.89	346.36
50045	2008	MI	2	1	11	2	7	5.26	1380.23	262.61
50087	2008	MI	2	1	11	1	11	10.66	1083.74	101.69
50046	2008	MI	2	1	11	2	24	18.02	3350.46	171.95
50088	2008	MI	2	1	11	1	1	0.97	154.62	159.59
50047	2008	MI	2	1	11	2	24	18.02	5536.51	307.24
50089	2008	MI	2	1	11	1	2	1.94	550.75	284.24
50108	2008	MI	2	1	11	1	4	26.7	1179.41	44.18
50109	2008	MI	2	1	11	1	8	53.39	975.72	18.27
50058	2008	MI	2	1	11	2	3	20.02	1397.79	69.81
50110	2008	MI	2	1	11	1	1	6.67	503.22	75.4
50114	2008	MI	2	1	11	1	1	0.97	876.57	904.78
50062	2008	MI	2	1	11	2	7	5.26	10362.54	1971.62
50063	2008	MI	2	1	11	2	2	1.5	82.02	54.62
50064	2008	MI	2	1	11	2	2	1.5	106.15	70.69
50065	2008	MI	2	1	11	2	1	0.75	64.64	86.09
50077	2008	MI	2	2	11	1	2	1.23	524.39	425
50036	2008	MI	2	2	11	2	11	2.3	947.57	412.03
50090	2008	MI	2	2	11	1	5	3.09	1686.89	546.86
50048	2008	MI	2	2	11	2	1	0.21	73.81	353.06
50096	2008	MI	2	2	11	1	22	13.57	4142.67	305.23
50049	2008	MI	2	2	11	2	44	9.2	2935.45	319.11
50097	2008	MI	2	2	11	1	1	0.62	81.44	132
50051	2008	MI	2	2	11	2	1	0.21	183.91	879.65
50116	2008	MI	2	2	11	1	1	0.62	63.71	103.27
50067	2008	MI	2	2	11	2	7	1.46	153.97	105.21
50117	2008	MI	2	2	11	1	179	110.43	16260.12	147.24
50068	2008	MI	2	2	11	2	142	29.69	3983.65	134.19
50118	2008	MI	2	2	11	1	12	7.4	2808.4	379.35
50069	2008	MI	2	2	11	2	136	28.43	10845.13	381.43
50119	2008	MI	2	2	11	1	8	4.94	2279.52	461.87
50070	2008	MI	2	2	11	2	65	13.59	7089.69	521.71
50071	2008	MI	2	2	11	2	1	0.21	1023.85	4897.2
50120	2008	MI	2	2	11	1	8	4.94	14616.82	2961.6
50072	2008	MI	2	2	11	2	6	1.25	4771.13	3803.5
50073	2008	MI	2	2	11	2	1	0.21	292.69	1400
50033	2008	MI	2	3	11	2	2	13.35	829.96	62.18
50034	2008	MI	2	3	11	2	2	13.35	1258.04	94.25
50039	2008	MI	2	3	11	2	1	6.67	2236.51	335.1
50102	2008	MI	2	3	11	1	1	6.67	83.87	12.57
50054	2008	MI	2	3	11	2	6	40.04	754.58	18.84
50055	2008	MI	2	3	11	2	1	6.67	41.93	6.28
50061	2008	MI	2	3	11	2	2	13.35	377.41	28.27
50121	2008	MI	2	3	11	1	4	26.7	1110.4	41.59
50079	2008	MI	2	4	11	1	2	13.35	1761.25	131.95
50040	2008	MI	2	4	11	2	1	6.67	1789.21	268.08
50080	2008	MI	2	4	11	1	3	20.02	285.38	14.25
50091	2008	MI	2	4	11	1	9	60.07	3082.19	51.31
50092	2008	MI	2	4	11	1	1	6.67	447.3	67.02
50093	2008	MI	2	4	11	1	2	13.35	856.16	64.14
50094	2008	MI	2	4	11	1	3	20.02	854.2	42.66
50095	2008	MI	2	4	11	1	1	6.67	188.71	28.27
50099	2008	MI	2	4	11	1	11	73.42	626.37	8.53
50052	2008	MI	2	4	11	2	12	80.09	699.98	8.74
50100	2008	MI	2	4	11	1	1	6.67	223.65	33.51
50103	2008	MI	2	4	11	1	3	20.02	3924.71	196.02
50056	2008	MI	2	4	11	2	1	6.67	1258.04	188.5
50106	2008	MI	2	4	11	1	3	20.02	314.51	15.71
50107	2008	MI	2	4	11	1	3	20.02	918.65	45.88
50113	2008	MI	2	4	11	1	1	6.67	754.82	113.1
50122	2008	MI	2	4	11	1	64	427.14	49976.53	117
50074	2008	MI	2	4	11	2	11	73.42	10441.64	142.23
50081	2008	MI	2	5	11	1	1	6.67	6989.1	1047.2
50041	2008	MI	2	5	11	2	2	13.35	30710.1	2300.7
50111	2008	MI	2	5	11	1	7	46.72	5950.33	127.37
50059	2008	MI	2	5	11	2	12	80.09	8746.38	109.21
50112	2008	MI	2	5	11	1	46	307.01	7618.33	24.81
50060	2008	MI	2	5	11	2	38	253.62	7289.89	28.74
50076	2008	MI	2	6	11	1	205	1368.19	5731.06	4.19
50035	2008	MI	2	6	11	2	102	680.76	2851.55	4.19
50101	2008	MI	2	6	11	1	100	667.41	2795.64	4.19
50053	2008	MI	2	6	11	2	230	1535.04	6429.97	4.19
50104	2008	MI	2	6	11	1	25	166.85	2096.73	12.57
50057	2008	MI	2	6	11	2	36	240.27	3019.29	12.57
50105	2008	MI	2	6	11	1	40	266.96	3354.77	12.57
50115	2008	MI	2	6	11	1	11	73.42	568.91	7.75
50066	2008	MI	2	6	11	2	8	53.39	415.34	7.78
50123	2008	MI	2	6	11	1	62	413.79	1733.3	4.19
50075	2008	MI	2	6	11	2	81	540.6	2264.47	4.19
50078	2008	MI	2	7	11	1	2	0.13	35022.56	262669.18
50098	2008	MI	2	7	11	1	1	6.67	7045.01	1055.58
50050	2008	MI	2	7	11	2	4	26.7	12368.08	463.29
54019	2009	MI	1	1	1	1	93	10	6446.8	644.5510764
54020	2009	MI	1	1	1	1	9	0.97	662.81	684.770625
54021	2009	MI	1	1	1	1	127	13.66	25739.28	1884.467554
54024	2009	MI	1	1	1	1	13	1.4	11.24	8.042496
54025	2009	MI	1	1	1	1	18	1.94	109.52	56.572362
54026	2009	MI	1	1	1	1	10	1.08	661.41	614.9894058
54027	2009	MI	1	1	1	1	2	0.22	1022.07	4751.67
54028	2009	MI	1	1	1	1	13	1.4	249.34	178.340778
54029	2009	MI	1	1	1	1	8	0.86	228.94	266.0862631
54041	2009	MI	1	1	1	1	3	3.41	160.78	47.12352876
54044	2009	MI	1	1	1	1	19	2.04	6385.1	3124.712579
54045	2009	MI	1	1	1	1	34	3.66	1213.39	331.8315
54046	2009	MI	1	1	1	1	34	3.66	453.69	124.0717979
54047	2009	MI	1	1	1	1	63	6.78	523.46	77.25737365
54048	2009	MI	1	1	1	1	11	1.18	64.02	54.11896875
54049	2009	MI	1	1	1	1	42	4.52	313.77	69.464703
54050	2009	MI	1	1	1	1	1	0.11	465.77	4330.754505
54018	2009	MI	1	2	1	1	12	0.51	235.52	457.32555
54030	2009	MI	1	2	1	1	2	0.09	32.87	382.91
54032	2009	MI	1	2	1	1	51	2.19	613.39	280.25115
54037	2009	MI	1	2	1	1	10	0.43	162.46	378.5653959
54038	2009	MI	1	2	1	1	4	0.17	45.25	263.6102473
54039	2009	MI	1	2	1	1	4	0.17	825.31	4807.751922
54052	2009	MI	1	2	1	1	3	0.13	18.13	140.8243592
54053	2009	MI	1	2	1	1	17	0.73	90.52	124.0772
54054	2009	MI	1	2	1	1	1	0.04	23.5	547.5925
54055	2009	MI	1	2	1	1	2	0.09	286.59	3339
54016	2009	MI	1	3	1	1	2	2.27	77.41	34.034
54031	2009	MI	1	3	1	1	6	6.82	28.58	4.1888
54033	2009	MI	1	3	1	1	2	2.27	408.49	179.5948
54036	2009	MI	1	3	1	1	1	1.14	28.58	25.1328
54056	2009	MI	1	3	1	1	1	1.14	35.54	31.25
54034	2009	MI	1	4	1	1	33	37.53	846.5	22.55531355
54057	2009	MI	1	4	1	1	18	20.47	2544.58	124.302635
54022	2009	MI	1	5	1	1	1	1.14	3501.38	3078.768
54023	2009	MI	1	5	1	1	2	2.27	5233.02	2300.6984
54042	2009	MI	1	5	1	1	12	13.65	2117.49	155.159346
54043	2009	MI	1	5	1	1	40	45.49	2361.96	51.92181225
54017	2009	MI	1	6	1	1	28	31.84	133.39	4.1888
54035	2009	MI	1	6	1	1	24	27.29	114.33	4.1888
54040	2009	MI	1	6	1	1	40	45.49	571.65	12.5664
54051	2009	MI	1	6	1	1	7	7.96	63.91	8.02846352
54058	2009	MI	1	6	1	1	88	100.08	419.21	4.1888
54061	2009	MI	1	1	2	1	22	3.3	1952.53	592.2010155
54062	2009	MI	1	1	2	1	16	2.4	1313.85	547.9253139
54063	2009	MI	1	1	2	1	54	8.09	17107.75	2113.944941
54066	2009	MI	1	1	2	1	11	1.65	27.42	16.63559667
54067	2009	MI	1	1	2	1	15	2.25	100.23	44.5851945
54068	2009	MI	1	1	2	1	17	2.55	1830.26	718.3867382
54069	2009	MI	1	1	2	1	1	0.15	7.92	52.8794112
54070	2009	MI	1	1	2	1	1	0.15	305.09	2035.7568
54071	2009	MI	1	1	2	1	3	0.45	85.81	190.8522
54072	2009	MI	1	1	2	1	4	0.6	136.59	227.8550255
54073	2009	MI	1	1	2	1	3	0.45	43.26	96.2115
54090	2009	MI	1	1	2	1	15	2.25	6006.88	2672.096205
54091	2009	MI	1	1	2	1	101	15.14	4569.84	301.90776
54092	2009	MI	1	1	2	1	2	0.3	88.02	293.66106
54093	2009	MI	1	1	2	1	177	26.53	2123.13	80.03838054
54094	2009	MI	1	1	2	1	25	3.75	239.02	63.794115
54095	2009	MI	1	1	2	1	12	1.8	117.52	65.349207
54096	2009	MI	1	1	2	1	2	0.3	1051.44	3507.911149
54060	2009	MI	1	2	2	1	18	1.49	788.64	530.965485
54074	2009	MI	1	2	2	1	2	0.17	6580.54	39874.3653
54075	2009	MI	1	2	2	1	4	0.33	312.32	946.242
54076	2009	MI	1	2	2	1	26	2.15	641.7	299.10375
54077	2009	MI	1	2	2	1	1	0.08	20.45	247.8
54078	2009	MI	1	2	2	1	4	0.33	46.59	141.1637333
54082	2009	MI	1	2	2	1	3	0.25	61.01	246.471
54083	2009	MI	1	2	2	1	6	0.5	282.25	570.0922123
54084	2009	MI	1	2	2	1	3	0.25	156.56	632.447793
54085	2009	MI	1	2	2	1	8	0.66	2789.44	4225.605469
54098	2009	MI	1	2	2	1	2	0.17	23.69	143.56875
54099	2009	MI	1	2	2	1	17	1.4	162.06	115.5279375
54100	2009	MI	1	2	2	1	1	0.08	5.71	69.16
54101	2009	MI	1	2	2	1	3	0.25	104.66	422.7961294
54102	2009	MI	1	2	2	1	3	0.25	96.86	391.2627309
54103	2009	MI	1	2	2	1	3	0.25	353.99	1430
54079	2009	MI	1	3	2	1	2	3.43	616.49	179.5948
54064	2009	MI	1	4	2	1	1	1.72	575.15	335.104
54080	2009	MI	1	4	2	1	18	30.89	716.08	23.17851232
54089	2009	MI	1	4	2	1	1	1.72	460.12	268.0832
54104	2009	MI	1	4	2	1	21	36.04	6778.75	188.0742402
54065	2009	MI	1	5	2	1	4	6.87	18998.81	2767.3569
54087	2009	MI	1	5	2	1	29	49.77	7728.75	155.2780797
54088	2009	MI	1	5	2	1	37	63.5	4826.37	76.0006709
54059	2009	MI	1	6	2	1	12	20.6	86.27	4.1888
54081	2009	MI	1	6	2	1	12	20.6	86.27	4.1888
54086	2009	MI	1	6	2	1	27	46.34	582.34	12.5664
54097	2009	MI	1	6	2	1	3	5.15	46.73	9.07566352
54105	2009	MI	1	6	2	1	71	121.86	510.45	4.1888
54108	2009	MI	1	1	3	1	45	4.61	3243.91	703.152912
54109	2009	MI	1	1	3	1	4	0.41	181.17	441.7875
54110	2009	MI	1	1	3	1	116	11.89	31312.42	2633.009518
54111	2009	MI	1	1	3	1	5	0.51	11.02	21.504252
54112	2009	MI	1	1	3	1	16	1.64	125.57	76.552938
54113	2009	MI	1	1	3	1	14	1.44	1004.29	699.7212795
54114	2009	MI	1	1	3	1	2	0.21	974.28	4751.67
54115	2009	MI	1	1	3	1	11	1.13	196.52	174.264552
54116	2009	MI	1	1	3	1	6	0.62	111.1	180.6159876
54117	2009	MI	1	1	3	1	1	0.1	36.81	359.08488
54118	2009	MI	1	1	3	1	2	0.21	17.01	82.957875
54134	2009	MI	1	1	3	1	1	1.14	80.29	70.686
54135	2009	MI	1	1	3	1	1	1.14	128.46	113.0976
54138	2009	MI	1	1	3	1	14	1.44	3724.83	2595.205388
54139	2009	MI	1	1	3	1	64	6.56	1793.83	273.39774
54140	2009	MI	1	1	3	1	54	5.54	397.27	71.75976189
54141	2009	MI	1	1	3	1	23	2.36	142.61	60.48070875
54142	2009	MI	1	1	3	1	40	4.1	239.69	58.449468
54143	2009	MI	1	1	3	1	4	0.41	1351.09	3294.715055
54107	2009	MI	1	2	3	1	16	8.2	4394.49	535.786965
54119	2009	MI	1	2	3	1	1	0.51	12010.2	23429.0056
54121	2009	MI	1	2	3	1	37	18.97	4944.19	260.67345
54122	2009	MI	1	2	3	1	1	0.51	76.89	150
54129	2009	MI	1	2	3	1	8	4.1	1780.07	434.0611853
54130	2009	MI	1	2	3	1	1	0.51	73.69	143.75
54131	2009	MI	1	2	3	1	10	5.13	1306.27	254.821875
54132	2009	MI	1	2	3	1	5	2.56	12849.19	5013.133125
54145	2009	MI	1	2	3	1	23	11.79	1266.63	107.43025
54146	2009	MI	1	2	3	1	5	2.56	1152.42	449.6184
54147	2009	MI	1	2	3	1	3	1.54	653.95	425.2324143
54148	2009	MI	1	2	3	1	3	1.54	3565.92	2318.75
54120	2009	MI	1	3	3	1	10	11.36	47.58	4.1888
54124	2009	MI	1	3	3	1	4	4.54	1217.96	268.0832
54128	2009	MI	1	3	3	1	1	1.14	26.17	23.0384
54126	2009	MI	1	4	3	1	12	13.63	236.81	17.37464597
54149	2009	MI	1	4	3	1	15	17.04	2234.47	131.1530057
54136	2009	MI	1	5	3	1	11	12.49	1784.57	142.8355605
54137	2009	MI	1	5	3	1	28	31.8	2023.53	63.627872
54106	2009	MI	1	6	3	1	24	27.26	114.18	4.1888
54127	2009	MI	1	6	3	1	35	39.75	166.52	4.1888
54133	2009	MI	1	6	3	1	36	40.89	513.83	12.5664
54144	2009	MI	1	6	3	1	2	2.27	16.65	7.3304
54150	2009	MI	1	6	3	1	126	143.11	599.47	4.1888
54123	2009	MI	1	7	3	1	1	1.14	2435.93	2144.6656
54125	2009	MI	1	7	3	1	1	1.14	713.65	628.32
54155	2009	MI	1	1	4	1	6	0.56	322.98	581.7638152
54156	2009	MI	1	1	4	1	5	0.46	2149.31	4645.641
54157	2009	MI	1	1	4	1	1	0.09	1.73	18.71313675
54158	2009	MI	1	1	4	1	11	1.02	66.1	64.9427625
54159	2009	MI	1	1	4	1	3	0.28	146.36	527.2500736
54160	2009	MI	1	1	4	1	1	0.09	7.65	82.62408
54161	2009	MI	1	1	4	1	1	0.09	17.66	190.8522
54162	2009	MI	1	1	4	1	2	0.19	31.99	172.8484758
54176	2009	MI	1	1	4	1	2	0.19	242.64	1311.134979
54177	2009	MI	1	1	4	1	70	6.48	1892.92	292.24734
54178	2009	MI	1	1	4	1	4	0.37	49.52	133.7993205
54179	2009	MI	1	1	4	1	1	0.09	10.08	108.9255552
54180	2009	MI	1	1	4	1	103	9.53	704.64	73.93397789
54181	2009	MI	1	1	4	1	4	0.37	18.17	49.0875
54182	2009	MI	1	1	4	1	277	25.63	1547.63	60.381552
54151	2009	MI	1	2	4	1	1	0.23	6.4	27.363
54152	2009	MI	1	2	4	1	4	0.94	150.89	161.314125
54154	2009	MI	1	2	4	1	3	0.7	391.27	557.739
54163	2009	MI	1	2	4	1	1	0.23	145.69	623.04
54164	2009	MI	1	2	4	1	10	2.34	752.42	321.763125
54165	2009	MI	1	2	4	1	2	0.47	56.12	120
54169	2009	MI	1	2	4	1	2	0.47	196.43	420
54170	2009	MI	1	2	4	1	2	0.47	43.6	93.225
54171	2009	MI	1	2	4	1	3	0.7	166.17	236.863
54172	2009	MI	1	2	4	1	1	0.23	1246.06	5328.645
54173	2009	MI	1	2	4	1	1	0.23	67.36	288.06
54184	2009	MI	1	2	4	1	3	0.7	69.77	99.44870524
54185	2009	MI	1	2	4	1	1	0.23	728.75	3116.4
54153	2009	MI	1	3	4	1	1	1.14	59.47	52.36
54166	2009	MI	1	3	4	1	1	1.14	304.49	268.0832
54167	2009	MI	1	4	4	1	11	12.49	321.14	25.7037858
54186	2009	MI	1	4	4	1	11	12.49	1798.99	143.9894764
54174	2009	MI	1	5	4	1	29	32.94	2220.35	67.40911485
54175	2009	MI	1	5	4	1	25	28.4	3438.25	121.0855762
54168	2009	MI	1	6	4	1	8	9.09	38.06	4.1888
54183	2009	MI	1	6	4	1	5	5.68	45.2	7.95872
54187	2009	MI	1	6	4	1	119	135.16	566.16	4.1888
54192	2009	MI	1	1	5	1	5	0.13	85.53	647.6277268
54193	2009	MI	1	1	5	1	15	0.4	920.73	2324.019829
54197	2009	MI	1	1	5	1	4	0.11	1.62	15.33984375
54198	2009	MI	1	1	5	1	14	0.37	29.95	81.01040885
54199	2009	MI	1	1	5	1	26	0.69	608.14	885.5847444
54200	2009	MI	1	1	5	1	1	0.03	66.38	2513.28
54201	2009	MI	1	1	5	1	5	0.13	31.12	235.62
54202	2009	MI	1	1	5	1	3	0.08	8.29	104.5626582
54218	2009	MI	1	1	5	1	14	0.37	582.13	1574.322115
54219	2009	MI	1	1	5	1	120	3.17	979.45	309.0294946
54220	2009	MI	1	1	5	1	3	0.08	21.74	274.4061611
54221	2009	MI	1	1	5	1	61	1.61	117.36	72.84400983
54222	2009	MI	1	1	5	1	4	0.11	5.45	51.57255469
54223	2009	MI	1	1	5	1	109	2.88	185.75	64.52105139
54224	2009	MI	1	1	5	1	2	0.05	108.57	2055.237076
54188	2009	MI	1	2	5	1	1	0.01	0.33	31.272
54189	2009	MI	1	2	5	1	1	0.01	6.91	658.425
54191	2009	MI	1	2	5	1	25	0.26	120.9	461.06424
54203	2009	MI	1	2	5	1	1	0.01	3.68	350.46
54204	2009	MI	1	2	5	1	76	0.8	221.95	278.4384
54205	2009	MI	1	2	5	1	6	0.06	10.09	160.3125
54210	2009	MI	1	2	5	1	2	0.02	5.94	283.1229375
54211	2009	MI	1	2	5	1	4	0.04	12.35	294.4585683
54212	2009	MI	1	2	5	1	1	0.01	4.36	415.48
54213	2009	MI	1	2	5	1	3	0.03	147.08	4674.24813
54214	2009	MI	1	2	5	1	1	0.01	3.02	287.82
54225	2009	MI	1	2	5	1	1	0.01	11.71	1116.36756
54227	2009	MI	1	2	5	1	1	0.01	1.36	129.9675
54228	2009	MI	1	2	5	1	25	0.26	26.43	100.801575
54229	2009	MI	1	2	5	1	1	0.01	4.02	383.1975
54230	2009	MI	1	2	5	1	7	0.07	26.52	361.1501613
54231	2009	MI	1	2	5	1	4	0.04	148.73	3545.074836
54232	2009	MI	1	2	5	1	2	0.02	31.62	1507.275
54190	2009	MI	1	3	5	1	1	1.7	106.76	62.832
54194	2009	MI	1	3	5	1	1	1.7	305.16	179.5948
54195	2009	MI	1	4	5	1	2	3.4	784.7	230.9076
54207	2009	MI	1	4	5	1	30	50.98	1400.77	27.47960593
